Cruise,ISO_DateTime_UTC,ISO_DateTime_PDT,Line,St,Lat,Long,Tow_Depth,Mesh_Size,Larva_ID,Growth_Stage,Species,SL,BD,HL,Prey_Taxa,Prey_Stage,Length,Width
BBB2101,2021-01-24T20:24Z,2021-01-24T12:24,90,30,33.41795,-117.904683,30,505,RF101,Postflexion,Sebastes semicinctus,10.1106,1.7712,3.6162,Calanoida,Nauplii,0.185,0.0925
BBB2101,2021-01-24T20:24Z,2021-01-24T12:24,90,30,33.41795,-117.904683,30,505,RF101,Postflexion,Sebastes semicinctus,10.1106,1.7712,3.6162,Calanoida,Nauplii,0.148,0.074
BBB2101,2021-01-24T20:24Z,2021-01-24T12:24,90,30,33.41795,-117.904683,30,505,RF101,Postflexion,Sebastes semicinctus,10.1106,1.7712,3.6162,Calanoida,Nauplii,0.259,0.1295
BBB2101,2021-01-24T20:24Z,2021-01-24T12:24,90,30,33.41795,-117.904683,30,505,RF101,Postflexion,Sebastes semicinctus,10.1106,1.7712,3.6162,Cyclopoida,Nauplii,0.222,0.1295
BBB2101,2021-01-24T20:24Z,2021-01-24T12:24,90,30,33.41795,-117.904683,30,505,RF101,Postflexion,Sebastes semicinctus,10.1106,1.7712,3.6162,Calanoida,Nauplii,0.185,0.1295
BBB2101,2021-01-24T20:24Z,2021-01-24T12:24,90,30,33.41795,-117.904683,30,505,RF101,Postflexion,Sebastes semicinctus,10.1106,1.7712,3.6162,Calanoida,Copepodite,0.4995,0.222
BBB2101,2021-01-24T20:24Z,2021-01-24T12:24,90,30,33.41795,-117.904683,30,505,RF101,Postflexion,Sebastes semicinctus,10.1106,1.7712,3.6162,Calanoida,Copepodite,0.4625,0.222
BBB2101,2021-01-24T20:24Z,2021-01-24T12:24,90,30,33.41795,-117.904683,30,505,RF101,Postflexion,Sebastes semicinctus,10.1106,1.7712,3.6162,Calanoida,Copepodite,0.444,0.222
BBB2101,2021-01-24T20:24Z,2021-01-24T12:24,90,30,33.41795,-117.904683,30,505,RF101,Postflexion,Sebastes semicinctus,10.1106,1.7712,3.6162,Calanoida,Copepodite,0.333,0.185
BBB2101,2021-01-24T20:24Z,2021-01-24T12:24,90,30,33.41795,-117.904683,30,505,RF101,Postflexion,Sebastes semicinctus,10.1106,1.7712,3.6162,Cyclopoida,Nauplii,0.222,0.0925
BBB2101,2021-01-24T20:24Z,2021-01-24T12:24,90,30,33.41795,-117.904683,30,505,RF101,Postflexion,Sebastes semicinctus,10.1106,1.7712,3.6162,Calanoida,Nauplii,0.2035,0.111
BBB2101,2021-01-24T20:24Z,2021-01-24T12:24,90,30,33.41795,-117.904683,30,505,RF101,Postflexion,Sebastes semicinctus,10.1106,1.7712,3.6162,Calanoida,Nauplii,0.1665,0.148
BBB2101,2021-01-24T20:24Z,2021-01-24T12:24,90,30,33.41795,-117.904683,30,505,RF101,Postflexion,Sebastes semicinctus,10.1106,1.7712,3.6162,Calanoida,Nauplii,0.2035,0.1295
BBB2101,2021-01-24T20:24Z,2021-01-24T12:24,90,30,33.41795,-117.904683,30,505,RF101,Postflexion,Sebastes semicinctus,10.1106,1.7712,3.6162,Calanoida,Copepodite,0.4625,0.2405
BBB2101,2021-01-24T20:24Z,2021-01-24T12:24,90,30,33.41795,-117.904683,30,505,RF101,Postflexion,Sebastes semicinctus,10.1106,1.7712,3.6162,Calanoida,Nauplii,0.259,0.1295
BBB2101,2021-01-24T20:24Z,2021-01-24T12:24,90,30,33.41795,-117.904683,30,505,RF101,Postflexion,Sebastes semicinctus,10.1106,1.7712,3.6162,Calanoida,Nauplii,0.185,0.1295
BBB2101,2021-01-24T20:24Z,2021-01-24T12:24,90,30,33.41795,-117.904683,30,505,RF101,Postflexion,Sebastes semicinctus,10.1106,1.7712,3.6162,Calanoida,Copepodite,,
BBB2101,2021-01-24T20:24Z,2021-01-24T12:24,90,30,33.41795,-117.904683,30,505,RF101,Postflexion,Sebastes semicinctus,10.1106,1.7712,3.6162,Calanoida,Copepodite,0.629,0.2775
BBB2101,2021-01-24T20:24Z,2021-01-24T12:24,90,30,33.41795,-117.904683,30,505,RF101,Postflexion,Sebastes semicinctus,10.1106,1.7712,3.6162,Calanoida,Nauplii,0.2405,0.111
BBB2101,2021-01-24T20:24Z,2021-01-24T12:24,90,30,33.41795,-117.904683,30,505,RF101,Postflexion,Sebastes semicinctus,10.1106,1.7712,3.6162,Calanoida,Nauplii,0.185,0.1295
BBB2101,2021-01-24T20:24Z,2021-01-24T12:24,90,30,33.41795,-117.904683,30,505,RF101,Postflexion,Sebastes semicinctus,10.1106,1.7712,3.6162,Copepoda,Copepodite,,
BBB2101,2021-01-24T20:24Z,2021-01-24T12:24,90,30,33.41795,-117.904683,30,505,RF101,Postflexion,Sebastes semicinctus,10.1106,1.7712,3.6162,Copepoda,Copepodite,0.3515,
BBB2101,2021-01-24T20:24Z,2021-01-24T12:24,90,30,33.41795,-117.904683,30,505,RF101,Postflexion,Sebastes semicinctus,10.1106,1.7712,3.6162,Calanoida,Nauplii,0.222,0.111
BBB2101,2021-01-24T20:24Z,2021-01-24T12:24,90,30,33.41795,-117.904683,30,505,RF101,Postflexion,Sebastes semicinctus,10.1106,1.7712,3.6162,Calanoida,Copepodite,0.407,0.2035
BBB2101,2021-01-24T20:24Z,2021-01-24T12:24,90,30,33.41795,-117.904683,30,505,RF101,Postflexion,Sebastes semicinctus,10.1106,1.7712,3.6162,Calanoida,Copepodite,0.407,0.1665
BBB2101,2021-01-24T20:24Z,2021-01-24T12:24,90,30,33.41795,-117.904683,30,505,RF101,Postflexion,Sebastes semicinctus,10.1106,1.7712,3.6162,Calanoida,Nauplii,0.185,0.148
BBB2101,2021-01-24T20:24Z,2021-01-24T12:24,90,30,33.41795,-117.904683,30,505,RF101,Postflexion,Sebastes semicinctus,10.1106,1.7712,3.6162,Calanoida,Nauplii,0.2405,0.0925
BBB2101,2021-01-24T20:24Z,2021-01-24T12:24,90,30,33.41795,-117.904683,30,505,RF101,Postflexion,Sebastes semicinctus,10.1106,1.7712,3.6162,Calanoida,Nauplii,0.2035,0.1295
BBB2101,2021-01-24T20:24Z,2021-01-24T12:24,90,30,33.41795,-117.904683,30,505,RF101,Postflexion,Sebastes semicinctus,10.1106,1.7712,3.6162,Calanoida,Nauplii,0.185,0.0925
BBB2101,2021-01-24T20:24Z,2021-01-24T12:24,90,30,33.41795,-117.904683,30,505,RF101,Postflexion,Sebastes semicinctus,10.1106,1.7712,3.6162,Cyclopoida,Copepodite,0.4255,0.259
BBB2101,2021-01-24T20:24Z,2021-01-24T12:24,90,30,33.41795,-117.904683,30,505,RF101,Postflexion,Sebastes semicinctus,10.1106,1.7712,3.6162,Copepoda,Nauplii,0.1295,0.0925
BBB2101,2021-01-24T20:24Z,2021-01-24T12:24,90,30,33.41795,-117.904683,30,505,RF101,Postflexion,Sebastes semicinctus,10.1106,1.7712,3.6162,Calanoida,Copepodite,0.37,0.2035
BBB2101,2021-01-24T20:24Z,2021-01-24T12:24,90,30,33.41795,-117.904683,30,505,RF101,Postflexion,Sebastes semicinctus,10.1106,1.7712,3.6162,Calanoida,Copepodite,0.259,0.1295
BBB2101,2021-01-24T20:24Z,2021-01-24T12:24,90,30,33.41795,-117.904683,30,505,RF101,Postflexion,Sebastes semicinctus,10.1106,1.7712,3.6162,Calanoida,Copepodite,0.3145,
BBB2101,2021-01-24T20:24Z,2021-01-24T12:24,90,30,33.41795,-117.904683,30,505,RF101,Postflexion,Sebastes semicinctus,10.1106,1.7712,3.6162,Calanoida,Copepodite,0.37,0.1665
BBB2101,2021-01-24T20:24Z,2021-01-24T12:24,90,30,33.41795,-117.904683,30,505,RF101,Postflexion,Sebastes semicinctus,10.1106,1.7712,3.6162,Calanoida,Copepodite,0.2405,0.1665
BBB2101,2021-01-24T20:24Z,2021-01-24T12:24,90,30,33.41795,-117.904683,30,505,RF101,Postflexion,Sebastes semicinctus,10.1106,1.7712,3.6162,Calanoida,Copepodite,0.592,0.3885
BBB2101,2021-01-24T20:24Z,2021-01-24T12:24,90,30,33.41795,-117.904683,30,505,RF101,Postflexion,Sebastes semicinctus,10.1106,1.7712,3.6162,Cyclopoida,Nauplii,0.259,0.0925
BBB2101,2021-01-24T20:24Z,2021-01-24T12:24,90,30,33.41795,-117.904683,30,505,RF101,Postflexion,Sebastes semicinctus,10.1106,1.7712,3.6162,Copepoda,Nauplii,0.1665,0.111
BBB2101,2021-01-24T20:24Z,2021-01-24T12:24,90,30,33.41795,-117.904683,30,505,RF101,Postflexion,Sebastes semicinctus,10.1106,1.7712,3.6162,Calanoida,Nauplii,0.185,0.0925
BBB2101,2021-01-24T20:24Z,2021-01-24T12:24,90,30,33.41795,-117.904683,30,505,RF101,Postflexion,Sebastes semicinctus,10.1106,1.7712,3.6162,Calanoida,Nauplii,0.2035,0.1295
BBB2101,2021-01-24T20:24Z,2021-01-24T12:24,90,30,33.41795,-117.904683,30,505,RF101,Postflexion,Sebastes semicinctus,10.1106,1.7712,3.6162,Calanoida,Copepodite,0.592,0.296
BBB2101,2021-01-24T20:24Z,2021-01-24T12:24,90,30,33.41795,-117.904683,30,505,RF101,Postflexion,Sebastes semicinctus,10.1106,1.7712,3.6162,Calanoida,Copepodite,0.5735,0.2035
BBB2101,2021-01-24T20:24Z,2021-01-24T12:24,90,30,33.41795,-117.904683,30,505,RF101,Postflexion,Sebastes semicinctus,10.1106,1.7712,3.6162,Copepoda,Copepodite,0.37,0.2035
BBB2101,2021-01-24T20:24Z,2021-01-24T12:24,90,30,33.41795,-117.904683,30,505,RF101,Postflexion,Sebastes semicinctus,10.1106,1.7712,3.6162,Calanoida,Copepodite,0.6105,0.148
BBB2101,2021-01-24T20:24Z,2021-01-24T12:24,90,30,33.41795,-117.904683,30,505,RF101,Postflexion,Sebastes semicinctus,10.1106,1.7712,3.6162,Cyclopoida,Copepodite,0.3885,0.1295
BBB2101,2021-01-24T20:24Z,2021-01-24T12:24,90,30,33.41795,-117.904683,30,505,RF101,Postflexion,Sebastes semicinctus,10.1106,1.7712,3.6162,Calanoida,Nauplii,0.3145,0.1295
BBB2101,2021-01-24T20:24Z,2021-01-24T12:24,90,30,33.41795,-117.904683,30,505,RF101,Postflexion,Sebastes semicinctus,10.1106,1.7712,3.6162,Calanoida,Copepodite,0.37,0.148
BBB2101,2021-01-24T20:24Z,2021-01-24T12:24,90,30,33.41795,-117.904683,30,505,RF101,Postflexion,Sebastes semicinctus,10.1106,1.7712,3.6162,Calanoida,Copepodite,0.4625,0.222
BBB2101,2021-01-24T20:24Z,2021-01-24T12:24,90,30,33.41795,-117.904683,30,505,RF101,Postflexion,Sebastes semicinctus,10.1106,1.7712,3.6162,Copepoda,Nauplii,0.222,0.148
BBB2101,2021-01-24T20:24Z,2021-01-24T12:24,90,30,33.41795,-117.904683,30,505,RF101,Postflexion,Sebastes semicinctus,10.1106,1.7712,3.6162,Calanoida,Copepodite,0.74,0.185
BBB2101,2021-01-24T20:24Z,2021-01-24T12:24,90,30,33.41795,-117.904683,30,505,RF101,Postflexion,Sebastes semicinctus,10.1106,1.7712,3.6162,Calanoida,Nauplii,0.2035,0.1295
BBB2101,2021-01-24T20:24Z,2021-01-24T12:24,90,30,33.41795,-117.904683,30,505,RF102,Postflexion,Sebastes jordani,13.284,2.1402,4.1328,Calanoida,Copepodite,0.555,0.222
BBB2101,2021-01-24T20:24Z,2021-01-24T12:24,90,30,33.41795,-117.904683,30,505,RF102,Postflexion,Sebastes jordani,13.284,2.1402,4.1328,Calanoida,Copepodite,0.3145,0.1295
BBB2101,2021-01-24T20:24Z,2021-01-24T12:24,90,30,33.41795,-117.904683,30,505,RF102,Postflexion,Sebastes jordani,13.284,2.1402,4.1328,Calanoida,Copepodite,0.3515,0.259
BBB2101,2021-01-24T20:24Z,2021-01-24T12:24,90,30,33.41795,-117.904683,30,505,RF102,Postflexion,Sebastes jordani,13.284,2.1402,4.1328,Calanoida,Copepodite,0.851,0.4995
BBB2101,2021-01-24T20:24Z,2021-01-24T12:24,90,30,33.41795,-117.904683,30,505,RF102,Postflexion,Sebastes jordani,13.284,2.1402,4.1328,Cyclopoida,Copepodite,0.4625,0.2035
BBB2101,2021-01-24T20:24Z,2021-01-24T12:24,90,30,33.41795,-117.904683,30,505,RF102,Postflexion,Sebastes jordani,13.284,2.1402,4.1328,Cyclopoida,Copepodite,0.555,0.222
BBB2101,2021-01-24T20:24Z,2021-01-24T12:24,90,30,33.41795,-117.904683,30,505,RF102,Postflexion,Sebastes jordani,13.284,2.1402,4.1328,Cyclopoida,Copepodite,0.444,0.185
BBB2101,2021-01-24T20:24Z,2021-01-24T12:24,90,30,33.41795,-117.904683,30,505,RF102,Postflexion,Sebastes jordani,13.284,2.1402,4.1328,Calanoida,Copepodite,0.4995,0.185
BBB2101,2021-01-24T20:24Z,2021-01-24T12:24,90,30,33.41795,-117.904683,30,505,RF102,Postflexion,Sebastes jordani,13.284,2.1402,4.1328,Cyclopoida,Copepodite,0.555,0.185
BBB2101,2021-01-24T20:24Z,2021-01-24T12:24,90,30,33.41795,-117.904683,30,505,RF102,Postflexion,Sebastes jordani,13.284,2.1402,4.1328,Calanoida,Copepodite,0.444,0.2035
BBB2101,2021-01-24T20:24Z,2021-01-24T12:24,90,30,33.41795,-117.904683,30,505,RF102,Postflexion,Sebastes jordani,13.284,2.1402,4.1328,Calanoida,Copepodite,0.6105,0.3515
BBB2101,2021-01-24T20:24Z,2021-01-24T12:24,90,30,33.41795,-117.904683,30,505,RF102,Postflexion,Sebastes jordani,13.284,2.1402,4.1328,Calanoida,Copepodite,0.4995,0.222
BBB2101,2021-01-24T20:24Z,2021-01-24T12:24,90,30,33.41795,-117.904683,30,505,RF102,Postflexion,Sebastes jordani,13.284,2.1402,4.1328,Calanoida,Copepodite,0.2405,0.1665
BBB2101,2021-01-24T20:24Z,2021-01-24T12:24,90,30,33.41795,-117.904683,30,505,RF102,Postflexion,Sebastes jordani,13.284,2.1402,4.1328,Egg,,0.0925,0.074
BBB2101,2021-01-24T20:24Z,2021-01-24T12:24,90,30,33.41795,-117.904683,30,505,RF102,Postflexion,Sebastes jordani,13.284,2.1402,4.1328,Calanoida,Copepodite,0.444,0.259
BBB2101,2021-01-24T20:24Z,2021-01-24T12:24,90,30,33.41795,-117.904683,30,505,RF102,Postflexion,Sebastes jordani,13.284,2.1402,4.1328,Calanoida,Copepodite,0.6475,0.2405
BBB2101,2021-01-24T20:24Z,2021-01-24T12:24,90,30,33.41795,-117.904683,30,505,RF102,Postflexion,Sebastes jordani,13.284,2.1402,4.1328,Calanoida,Copepodite,0.592,0.259
BBB2101,2021-01-24T20:24Z,2021-01-24T12:24,90,30,33.41795,-117.904683,30,505,RF102,Postflexion,Sebastes jordani,13.284,2.1402,4.1328,Calanoida,Nauplii,0.1665,0.074
BBB2101,2021-01-24T20:24Z,2021-01-24T12:24,90,30,33.41795,-117.904683,30,505,RF102,Postflexion,Sebastes jordani,13.284,2.1402,4.1328,Egg,,0.074,0.074
BBB2101,2021-01-24T20:24Z,2021-01-24T12:24,90,30,33.41795,-117.904683,30,505,RF102,Postflexion,Sebastes jordani,13.284,2.1402,4.1328,Calanoida,Nauplii,0.3515,0.2035
BBB2101,2021-01-24T20:24Z,2021-01-24T12:24,90,30,33.41795,-117.904683,30,505,RF102,Postflexion,Sebastes jordani,13.284,2.1402,4.1328,Calanoida,Nauplii,0.2405,0.1295
BBB2101,2021-01-24T20:24Z,2021-01-24T12:24,90,30,33.41795,-117.904683,30,505,RF102,Postflexion,Sebastes jordani,13.284,2.1402,4.1328,Calanoida,Copepodite,0.37,0.222
BBB2101,2021-01-24T20:24Z,2021-01-24T12:24,90,30,33.41795,-117.904683,30,505,RF102,Postflexion,Sebastes jordani,13.284,2.1402,4.1328,Calanoida,Copepodite,0.629,0.3145
BBB2101,2021-01-24T20:24Z,2021-01-24T12:24,90,30,33.41795,-117.904683,30,505,RF102,Postflexion,Sebastes jordani,13.284,2.1402,4.1328,Calanoida,Copepodite,0.444,0.185
BBB2101,2021-01-24T20:24Z,2021-01-24T12:24,90,30,33.41795,-117.904683,30,505,RF102,Postflexion,Sebastes jordani,13.284,2.1402,4.1328,Calanoida,Copepodite,0.5735,0.407
BBB2101,2021-01-24T20:24Z,2021-01-24T12:24,90,30,33.41795,-117.904683,30,505,RF102,Postflexion,Sebastes jordani,13.284,2.1402,4.1328,Calanoida,Copepodite,0.6475,0.3885
BBB2101,2021-01-24T20:24Z,2021-01-24T12:24,90,30,33.41795,-117.904683,30,505,RF102,Postflexion,Sebastes jordani,13.284,2.1402,4.1328,Calanoida,Copepodite,0.555,0.259
BBB2101,2021-01-24T20:24Z,2021-01-24T12:24,90,30,33.41795,-117.904683,30,505,RF102,Postflexion,Sebastes jordani,13.284,2.1402,4.1328,Calanoida,Copepodite,0.6845,0.185
BBB2101,2021-01-24T20:24Z,2021-01-24T12:24,90,30,33.41795,-117.904683,30,505,RF102,Postflexion,Sebastes jordani,13.284,2.1402,4.1328,Cyclopoida,Copepodite,0.296,0.111
BBB2101,2021-01-24T20:24Z,2021-01-24T12:24,90,30,33.41795,-117.904683,30,505,RF102,Postflexion,Sebastes jordani,13.284,2.1402,4.1328,Calanoida,Copepodite,0.2775,0.1665
BBB2101,2021-01-24T20:24Z,2021-01-24T12:24,90,30,33.41795,-117.904683,30,505,RF102,Postflexion,Sebastes jordani,13.284,2.1402,4.1328,Cyclopoida,Copepodite,0.2775,0.185
BBB2101,2021-01-24T20:24Z,2021-01-24T12:24,90,30,33.41795,-117.904683,30,505,RF102,Postflexion,Sebastes jordani,13.284,2.1402,4.1328,Calanoida,Copepodite,0.8695,0.2775
BBB2101,2021-01-24T20:24Z,2021-01-24T12:24,90,30,33.41795,-117.904683,30,505,RF102,Postflexion,Sebastes jordani,13.284,2.1402,4.1328,Calanoida,Copepodite,0.4995,0.259
BBB2101,2021-01-24T20:24Z,2021-01-24T12:24,90,30,33.41795,-117.904683,30,505,RF102,Postflexion,Sebastes jordani,13.284,2.1402,4.1328,Calanoida,Copepodite,0.444,0.2035
BBB2101,2021-01-24T20:24Z,2021-01-24T12:24,90,30,33.41795,-117.904683,30,505,RF102,Postflexion,Sebastes jordani,13.284,2.1402,4.1328,Cyclopoida,Copepodite,0.407,0.148
BBB2101,2021-01-24T20:24Z,2021-01-24T12:24,90,30,33.41795,-117.904683,30,505,RF102,Postflexion,Sebastes jordani,13.284,2.1402,4.1328,Calanoida,Copepodite,0.5735,0.222
BBB2101,2021-01-24T20:24Z,2021-01-24T12:24,90,30,33.41795,-117.904683,30,505,RF102,Postflexion,Sebastes jordani,13.284,2.1402,4.1328,Calanoida,Copepodite,0.444,0.2035
BBB2101,2021-01-24T20:24Z,2021-01-24T12:24,90,30,33.41795,-117.904683,30,505,RF102,Postflexion,Sebastes jordani,13.284,2.1402,4.1328,Calanoida,Copepodite,0.444,0.185
BBB2101,2021-01-24T20:24Z,2021-01-24T12:24,90,30,33.41795,-117.904683,30,505,RF102,Postflexion,Sebastes jordani,13.284,2.1402,4.1328,Calanoida,Copepodite,0.518,0.1295
BBB2101,2021-01-24T20:24Z,2021-01-24T12:24,90,30,33.41795,-117.904683,30,505,RF102,Postflexion,Sebastes jordani,13.284,2.1402,4.1328,Calanoida,Copepodite,0.7215,0.2775
BBB2101,2021-01-24T20:24Z,2021-01-24T12:24,90,30,33.41795,-117.904683,30,505,RF102,Postflexion,Sebastes jordani,13.284,2.1402,4.1328,Cyclopoida,Copepodite,0.3885,0.185
BBB2101,2021-01-24T20:24Z,2021-01-24T12:24,90,30,33.41795,-117.904683,30,505,RF102,Postflexion,Sebastes jordani,13.284,2.1402,4.1328,Cyclopoida,Copepodite,0.444,0.2035
BBB2101,2021-01-24T20:24Z,2021-01-24T12:24,90,30,33.41795,-117.904683,30,505,RF102,Postflexion,Sebastes jordani,13.284,2.1402,4.1328,Calanoida,Copepodite,0.518,0.2405
BBB2101,2021-01-24T20:24Z,2021-01-24T12:24,90,30,33.41795,-117.904683,30,505,RF102,Postflexion,Sebastes jordani,13.284,2.1402,4.1328,Calanoida,Copepodite,0.5365,0.259
BBB2101,2021-01-24T20:24Z,2021-01-24T12:24,90,30,33.41795,-117.904683,30,505,RF102,Postflexion,Sebastes jordani,13.284,2.1402,4.1328,Calanoida,Copepodite,0.481,0.2405
BBB2101,2021-01-24T20:24Z,2021-01-24T12:24,90,30,33.41795,-117.904683,30,505,RF102,Postflexion,Sebastes jordani,13.284,2.1402,4.1328,Cyclopoida,Copepodite,0.444,0.222
BBB2101,2021-01-24T20:24Z,2021-01-24T12:24,90,30,33.41795,-117.904683,30,505,RF102,Postflexion,Sebastes jordani,13.284,2.1402,4.1328,Calanoida,Copepodite,0.592,0.333
BBB2101,2021-01-24T20:24Z,2021-01-24T12:24,90,30,33.41795,-117.904683,30,505,RF102,Postflexion,Sebastes jordani,13.284,2.1402,4.1328,Calanoida,Copepodite,0.2035,0.148
BBB2101,2021-01-24T20:24Z,2021-01-24T12:24,90,30,33.41795,-117.904683,30,505,RF102,Postflexion,Sebastes jordani,13.284,2.1402,4.1328,Calanoida,Copepodite,0.481,0.259
BBB2101,2021-01-24T20:24Z,2021-01-24T12:24,90,30,33.41795,-117.904683,30,505,RF102,Postflexion,Sebastes jordani,13.284,2.1402,4.1328,Calanoida,Copepodite,0.592,0.3515
BBB2101,2021-01-24T20:24Z,2021-01-24T12:24,90,30,33.41795,-117.904683,30,505,RF102,Postflexion,Sebastes jordani,13.284,2.1402,4.1328,Calanoida,Copepodite,0.3515,0.2775
BBB2101,2021-01-24T20:24Z,2021-01-24T12:24,90,30,33.41795,-117.904683,30,505,RF102,Postflexion,Sebastes jordani,13.284,2.1402,4.1328,Copepoda,Copepodite,,
BBB2101,2021-01-24T20:24Z,2021-01-24T12:24,90,30,33.41795,-117.904683,30,505,RF102,Postflexion,Sebastes jordani,13.284,2.1402,4.1328,Calanoida,Copepodite,0.4255,0.222
BBB2101,2021-01-24T20:24Z,2021-01-24T12:24,90,30,33.41795,-117.904683,30,505,RF102,Postflexion,Sebastes jordani,13.284,2.1402,4.1328,Calanoida,Copepodite,0.3885,
BBB2101,2021-01-24T20:24Z,2021-01-24T12:24,90,30,33.41795,-117.904683,30,505,RF102,Postflexion,Sebastes jordani,13.284,2.1402,4.1328,Cyclopoida,Copepodite,0.407,0.222
BBB2101,2021-01-24T20:24Z,2021-01-24T12:24,90,30,33.41795,-117.904683,30,505,RF102,Postflexion,Sebastes jordani,13.284,2.1402,4.1328,Calanoida,Copepodite,0.518,0.259
BBB2101,2021-01-24T20:24Z,2021-01-24T12:24,90,30,33.41795,-117.904683,30,505,RF102,Postflexion,Sebastes jordani,13.284,2.1402,4.1328,Copepoda,Nauplii,0.2405,0.148
BBB2101,2021-01-24T20:24Z,2021-01-24T12:24,90,30,33.41795,-117.904683,30,505,RF102,Postflexion,Sebastes jordani,13.284,2.1402,4.1328,Calanoida,Copepodite,0.6105,0.333
BBB2101,2021-01-24T20:24Z,2021-01-24T12:24,90,30,33.41795,-117.904683,30,505,RF102,Postflexion,Sebastes jordani,13.284,2.1402,4.1328,Harpacticoida,Copepodite,0.555,0.1665
BBB2101,2021-01-24T20:24Z,2021-01-24T12:24,90,30,33.41795,-117.904683,30,505,RF102,Postflexion,Sebastes jordani,13.284,2.1402,4.1328,Copepoda,Copepodite,0.444,0.1295
BBB2101,2021-01-24T20:24Z,2021-01-24T12:24,90,30,33.41795,-117.904683,30,505,RF102,Postflexion,Sebastes jordani,13.284,2.1402,4.1328,Calanoida,Copepodite,0.6475,0.2405
BBB2101,2021-01-24T20:24Z,2021-01-24T12:24,90,30,33.41795,-117.904683,30,505,RF102,Postflexion,Sebastes jordani,13.284,2.1402,4.1328,Copepoda,Nauplii,0.2405,0.2035
BBB2101,2021-01-24T20:24Z,2021-01-24T12:24,90,30,33.41795,-117.904683,30,505,RF102,Postflexion,Sebastes jordani,13.284,2.1402,4.1328,Copepoda,Copepodite,,
BBB2101,2021-01-24T20:24Z,2021-01-24T12:24,90,30,33.41795,-117.904683,30,505,RF102,Postflexion,Sebastes jordani,13.284,2.1402,4.1328,Calanoida,Copepodite,0.592,0.296
BBB2101,2021-01-24T20:24Z,2021-01-24T12:24,90,30,33.41795,-117.904683,30,505,RF102,Postflexion,Sebastes jordani,13.284,2.1402,4.1328,Calanoida,Copepodite,0.6105,
BBB2101,2021-01-24T20:24Z,2021-01-24T12:24,90,30,33.41795,-117.904683,30,505,RF102,Postflexion,Sebastes jordani,13.284,2.1402,4.1328,Calanoida,Copepodite,0.518,0.296
BBB2101,2021-01-24T20:24Z,2021-01-24T12:24,90,30,33.41795,-117.904683,30,505,RF103,Postflexion,Sebastes levis,10.7748,2.3616,4.059,Calanoida,Copepodite,0.37,0.1665
BBB2101,2021-01-24T20:24Z,2021-01-24T12:24,90,30,33.41795,-117.904683,30,505,RF103,Postflexion,Sebastes levis,10.7748,2.3616,4.059,Calanoida,Copepodite,0.4255,0.185
BBB2101,2021-01-24T20:24Z,2021-01-24T12:24,90,30,33.41795,-117.904683,30,505,RF103,Postflexion,Sebastes levis,10.7748,2.3616,4.059,Egg,,0.074,0.074
BBB2101,2021-01-24T20:24Z,2021-01-24T12:24,90,30,33.41795,-117.904683,30,505,RF103,Postflexion,Sebastes levis,10.7748,2.3616,4.059,Calanoida,Copepodite,0.555,0.296
